,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,P>0
duration_favours_fx|subject_id[68],0.004,0.068,-0.138,0.154,0.001,0.001,7779.0,5272.0,8151.0,6771.0,1.0,
duration_favours_fx|subject_id[69],-0.004,0.067,-0.144,0.152,0.001,0.001,8003.0,5656.0,9301.0,6057.0,1.0,
duration_favours_fx|subject_id[70],0.005,0.067,-0.142,0.15,0.001,0.001,8238.0,4995.0,8815.0,7140.0,1.0,
duration_favours_fx|subject_id[71],0.002,0.068,-0.148,0.147,0.001,0.001,8132.0,5185.0,8887.0,5415.0,1.0,
duration_favours_fx|subject_id[72],0.001,0.067,-0.138,0.158,0.001,0.001,7950.0,4445.0,8851.0,6301.0,1.0,
duration_favours_fx|subject_id[73],-0.016,0.071,-0.192,0.111,0.001,0.001,7920.0,5752.0,8723.0,6416.0,1.0,
duration_favours_fx|subject_id[74],-0.003,0.069,-0.144,0.153,0.001,0.001,7031.0,4904.0,7667.0,5935.0,1.0,
duration_favours_fx|subject_id[75],-0.003,0.067,-0.152,0.14,0.001,0.001,7374.0,5439.0,7831.0,6161.0,1.0,
duration_favours_fx|subject_id[76],-0.01,0.069,-0.17,0.129,0.001,0.001,7476.0,4692.0,8333.0,6211.0,1.0,
duration_favours_fx|subject_id[77],0.003,0.067,-0.137,0.157,0.001,0.001,7943.0,5675.0,8734.0,6766.0,1.0,
duration_favours_fx|subject_id[78],0.012,0.07,-0.118,0.182,0.001,0.001,7859.0,5540.0,8179.0,6544.0,1.0,
duration_favours_fx|subject_id[79],0.004,0.069,-0.144,0.158,0.001,0.001,7890.0,4564.0,8603.0,5654.0,1.0,
duration_favours_fx|subject_id[80],-0.007,0.068,-0.166,0.125,0.001,0.001,7987.0,4912.0,8824.0,6539.0,1.0,
duration_favours_fx|subject_id[81],-0.0,0.068,-0.15,0.146,0.001,0.001,6890.0,5301.0,7311.0,6008.0,1.0,
duration_favours_fx|subject_id[82],0.002,0.066,-0.137,0.151,0.001,0.001,9318.0,5222.0,9827.0,6463.0,1.0,
duration_favours_fx|subject_id[83],-0.003,0.069,-0.16,0.137,0.001,0.001,8118.0,5742.0,8712.0,6598.0,1.0,
duration_favours_fx|subject_id[84],0.009,0.07,-0.137,0.164,0.001,0.001,8169.0,5252.0,8739.0,6579.0,1.0,
duration_favours_fx|subject_id[85],-0.009,0.067,-0.159,0.133,0.001,0.001,6554.0,5229.0,7042.0,6197.0,1.0,
duration_favours_fx|subject_id[86],-0.013,0.07,-0.175,0.125,0.001,0.001,8868.0,5070.0,10163.0,6940.0,1.0,
duration_favours_fx|subject_id[87],0.01,0.069,-0.126,0.174,0.001,0.001,8165.0,5573.0,8838.0,6241.0,1.0,
duration_favours_fx|subject_id[88],0.003,0.069,-0.152,0.145,0.001,0.001,7908.0,5430.0,8250.0,7004.0,1.0,
duration_favours_fx|subject_id[89],0.003,0.068,-0.153,0.143,0.001,0.001,8304.0,5183.0,8922.0,6485.0,1.0,
duration_favours_fx|subject_id[90],0.006,0.067,-0.131,0.16,0.001,0.001,8643.0,5612.0,9211.0,7385.0,1.0,
duration_favours_fx|subject_id[91],-0.006,0.067,-0.163,0.13,0.001,0.001,8242.0,5382.0,8606.0,6465.0,1.0,
duration_favours_fx|subject_id[92],-0.02,0.074,-0.191,0.115,0.001,0.001,6487.0,5082.0,7671.0,5818.0,1.0,
duration_favours_fx|subject_id[93],-0.005,0.067,-0.153,0.143,0.001,0.001,7988.0,5239.0,8980.0,6346.0,1.0,
duration_favours_fx|subject_id[94],0.0,0.069,-0.152,0.147,0.001,0.001,8343.0,5122.0,9099.0,5805.0,1.0,
duration_favours_fx|subject_id[95],0.005,0.07,-0.147,0.157,0.001,0.001,6766.0,4783.0,7280.0,5881.0,1.0,
duration_favours_fx|subject_id[96],-0.001,0.067,-0.143,0.152,0.001,0.001,7041.0,5063.0,7545.0,6358.0,1.0,
duration_favours_fx|subject_id[97],-0.009,0.068,-0.159,0.133,0.001,0.001,7094.0,5692.0,7517.0,6627.0,1.0,
duration_favours_fx|subject_id[98],0.016,0.069,-0.109,0.183,0.001,0.001,7420.0,5298.0,8301.0,6863.0,1.0,
duration_favours_fx|subject_id[99],0.001,0.065,-0.147,0.14,0.001,0.001,7750.0,5460.0,8416.0,6984.0,1.0,
duration_favours_fx|subject_id[100],0.007,0.066,-0.137,0.15,0.001,0.001,7667.0,4658.0,8384.0,6336.0,1.0,
duration_favours_fx|subject_id[101],-0.005,0.07,-0.164,0.142,0.001,0.001,7656.0,6061.0,8160.0,6783.0,1.0,
duration_favours_fx|subject_id[102],0.014,0.07,-0.128,0.172,0.001,0.001,7201.0,5260.0,8063.0,6094.0,1.0,
duration_favours_fx|subject_id[103],0.001,0.068,-0.138,0.153,0.001,0.001,6954.0,5197.0,7724.0,6154.0,1.0,
duration_favours_fx|subject_id[104],0.018,0.071,-0.116,0.182,0.001,0.001,6211.0,4387.0,7336.0,5937.0,1.0,
duration_favours_fx|subject_id[105],0.011,0.072,-0.146,0.166,0.001,0.001,7703.0,4926.0,8268.0,6796.0,1.0,
duration_favours_fx|subject_id[106],0.001,0.069,-0.141,0.157,0.001,0.001,9163.0,5156.0,10215.0,7090.0,1.0,
duration_favours_fx|subject_id[107],0.003,0.066,-0.136,0.157,0.001,0.001,7651.0,4869.0,8343.0,5903.0,1.0,
duration_favours_fx|subject_id[108],-0.0,0.069,-0.141,0.16,0.001,0.001,7668.0,5095.0,8033.0,6585.0,1.0,
duration_favours_fx|subject_id[109],-0.003,0.067,-0.155,0.136,0.001,0.001,7450.0,5639.0,8176.0,6355.0,1.0,
duration_favours_fx|subject_id[110],-0.02,0.071,-0.189,0.11,0.001,0.001,7996.0,5328.0,9143.0,6261.0,1.0,
duration_favours_fx|subject_id[111],0.006,0.068,-0.129,0.168,0.001,0.001,6940.0,5210.0,7646.0,6179.0,1.0,
duration_favours_fx|subject_id[112],0.002,0.067,-0.139,0.15,0.001,0.001,8391.0,5219.0,8594.0,6804.0,1.0,
duration_favours_fx|subject_id[113],0.005,0.068,-0.139,0.16,0.001,0.001,8409.0,4710.0,9184.0,6227.0,1.0,
duration_favours_fx|subject_id[114],0.001,0.068,-0.143,0.154,0.001,0.001,8733.0,5535.0,9545.0,7017.0,1.0,
duration_favours_fx|subject_id[115],-0.002,0.067,-0.148,0.143,0.001,0.001,8374.0,5674.0,8735.0,6581.0,1.0,
duration_favours_fx|subject_id[116],-0.006,0.067,-0.158,0.129,0.001,0.001,9010.0,4849.0,9625.0,6647.0,1.0,
duration_favours_fx|subject_id[117],0.009,0.067,-0.127,0.165,0.001,0.001,8232.0,5089.0,8975.0,6266.0,1.0,
duration_favours_fx|subject_id[118],0.002,0.067,-0.137,0.157,0.001,0.001,7036.0,5266.0,7238.0,6038.0,1.0,
duration_favours_fx|subject_id[119],0.013,0.071,-0.131,0.174,0.001,0.001,6466.0,4606.0,7438.0,5454.0,1.0,
duration_favours_fx|subject_id[120],0.012,0.071,-0.133,0.175,0.001,0.001,6197.0,4389.0,7013.0,5709.0,1.0,
duration_favours_fx|subject_id[121],0.004,0.068,-0.132,0.164,0.001,0.001,7679.0,5406.0,7812.0,6340.0,1.0,
duration_favours_fx|subject_id[122],-0.002,0.068,-0.141,0.156,0.001,0.001,7662.0,5331.0,8300.0,6323.0,1.0,
duration_favours_fx|subject_id[123],-0.009,0.07,-0.161,0.134,0.001,0.001,7620.0,4942.0,8415.0,6739.0,1.0,
duration_favours_fx|subject_id[124],0.013,0.071,-0.133,0.17,0.001,0.001,6573.0,5425.0,7317.0,6570.0,1.0,
duration_favours_fx|subject_id[125],0.001,0.069,-0.147,0.156,0.001,0.001,7300.0,4891.0,7898.0,6505.0,1.0,
duration_favours_fx|subject_id[126],-0.008,0.066,-0.166,0.12,0.001,0.001,7968.0,5173.0,8826.0,6130.0,1.0,
duration_favours_fx|subject_id[127],-0.001,0.067,-0.153,0.146,0.001,0.001,8767.0,5215.0,9375.0,6806.0,1.0,
duration_favours_fx|subject_id[128],-0.004,0.068,-0.139,0.158,0.001,0.001,8569.0,4676.0,9504.0,5750.0,1.0,
duration_favours_fx|subject_id[129],-0.006,0.069,-0.157,0.142,0.001,0.001,8443.0,5634.0,9125.0,6766.0,1.0,
duration_favours_fx|subject_id[130],-0.026,0.074,-0.209,0.102,0.001,0.001,6228.0,5441.0,7088.0,6314.0,1.0,
duration_favours_fx|subject_id[131],0.002,0.066,-0.14,0.149,0.001,0.001,8530.0,4942.0,9736.0,6476.0,1.0,
duration_favours_fx|subject_id[132],-0.003,0.067,-0.15,0.145,0.001,0.001,7119.0,5171.0,7836.0,6122.0,1.0,
duration_favours_fx|subject_id[133],-0.011,0.07,-0.168,0.127,0.001,0.001,7762.0,5402.0,8863.0,6539.0,1.0,
duration_favours_fx|subject_id[134],0.009,0.071,-0.138,0.167,0.001,0.001,7786.0,4924.0,8521.0,6090.0,1.0,
duration_favours_fx|subject_id[135],-0.01,0.069,-0.167,0.131,0.001,0.001,6403.0,5295.0,7050.0,6402.0,1.0,
duration_favours_fx|subject_id[136],0.001,0.069,-0.146,0.152,0.001,0.001,7479.0,4865.0,8371.0,5958.0,1.0,
duration_favours_fx|subject_id[137],0.001,0.066,-0.148,0.142,0.001,0.001,7226.0,5832.0,7726.0,6559.0,1.0,
duration_favours_fx|subject_id[138],0.0,0.067,-0.141,0.153,0.001,0.001,8642.0,5475.0,9481.0,7003.0,1.0,
duration_favours_fx|subject_id[139],-0.001,0.067,-0.151,0.143,0.001,0.001,8967.0,4891.0,9972.0,6513.0,1.0,
duration_favours_fx|subject_id[140],0.005,0.069,-0.141,0.158,0.001,0.001,8153.0,4991.0,9035.0,6387.0,1.0,
duration_favours_fx|subject_id[141],-0.0,0.067,-0.15,0.14,0.001,0.001,10139.0,5668.0,11124.0,6899.0,1.0,
duration_favours_fx|subject_id[142],0.003,0.069,-0.13,0.167,0.001,0.001,5697.0,4072.0,6622.0,6020.0,1.0,
duration_favours_fx|subject_id[143],-0.0,0.07,-0.148,0.164,0.001,0.001,7067.0,5730.0,7717.0,6135.0,1.0,
duration_favours_fx|subject_id[144],-0.0,0.068,-0.141,0.153,0.001,0.001,8762.0,4790.0,9163.0,6549.0,1.0,
duration_favours_fx|subject_id[145],-0.002,0.067,-0.162,0.129,0.001,0.001,6618.0,5127.0,7087.0,6271.0,1.0,
duration_favours_fx|subject_id[146],-0.006,0.071,-0.169,0.138,0.001,0.001,7800.0,5002.0,8439.0,6638.0,1.0,
duration_favours_fx|subject_id[147],0.008,0.067,-0.137,0.151,0.001,0.001,6952.0,4944.0,8125.0,6146.0,1.0,
duration_favours_fx|subject_id[148],0.007,0.069,-0.137,0.161,0.001,0.001,6620.0,4188.0,7355.0,5727.0,1.0,
duration_favours_fx|subject_id[149],0.004,0.068,-0.135,0.165,0.001,0.001,7787.0,4655.0,8743.0,6363.0,1.0,
duration_favours_fx|subject_id[150],0.013,0.069,-0.126,0.172,0.001,0.001,8230.0,5510.0,9176.0,6738.0,1.0,
duration_favours_fx|subject_id[151],0.006,0.068,-0.142,0.147,0.001,0.001,7220.0,4551.0,8312.0,6629.0,1.0,
duration_favours_fx|subject_id[152],-0.004,0.069,-0.148,0.151,0.001,0.001,8398.0,4779.0,9138.0,5934.0,1.0,
duration_favours_fx|subject_id[153],-0.015,0.071,-0.183,0.12,0.001,0.001,7532.0,5071.0,8587.0,6482.0,1.0,
duration_favours_fx|subject_id[154],-0.004,0.068,-0.163,0.141,0.001,0.001,7605.0,5492.0,8073.0,6556.0,1.0,
duration_favours_fx|subject_id[155],0.013,0.07,-0.127,0.171,0.001,0.001,7055.0,4272.0,8409.0,5977.0,1.0,
duration_favours_fx|subject_id[156],-0.001,0.066,-0.142,0.144,0.001,0.001,7651.0,4868.0,8292.0,6510.0,1.0,
duration_favours_fx|subject_id[157],0.002,0.068,-0.138,0.16,0.001,0.001,6736.0,4933.0,7210.0,6228.0,1.0,
duration_favours_fx|subject_id[158],0.001,0.067,-0.141,0.147,0.001,0.001,9016.0,4991.0,9604.0,6639.0,1.0,
duration_favours_fx|subject_id[159],0.005,0.068,-0.142,0.152,0.001,0.001,7783.0,5147.0,8254.0,5706.0,1.0,
duration_favours_fx|subject_id[160],-0.008,0.068,-0.169,0.122,0.001,0.001,7282.0,4769.0,8387.0,5987.0,1.0,
duration_favours_fx|subject_id[161],0.01,0.069,-0.125,0.17,0.001,0.001,7046.0,5336.0,7557.0,6153.0,1.0,
duration_favours_fx|subject_id[162],-0.008,0.07,-0.171,0.132,0.001,0.001,7670.0,5155.0,8378.0,6698.0,1.0,
duration_favours_fx|subject_id[163],-0.01,0.068,-0.178,0.117,0.001,0.001,7504.0,4962.0,8509.0,6710.0,1.0,
duration_favours_fx|subject_id[164],-0.004,0.069,-0.161,0.139,0.001,0.001,6723.0,5289.0,7040.0,6301.0,1.0,
duration_favours_fx|subject_id[165],-0.004,0.066,-0.148,0.139,0.001,0.001,8204.0,4998.0,8718.0,6820.0,1.0,
duration_favours_fx|subject_id[166],0.011,0.069,-0.135,0.164,0.001,0.001,9541.0,5844.0,10394.0,7453.0,1.0,
duration_favours_fx|subject_id[167],-0.017,0.07,-0.164,0.127,0.001,0.001,6989.0,4223.0,8813.0,5505.0,1.0,
duration_favours_fx|subject_id[168],0.007,0.068,-0.138,0.163,0.001,0.001,8254.0,5542.0,9261.0,6289.0,1.0,
duration_favours_fx|subject_id[169],-0.011,0.069,-0.162,0.135,0.001,0.001,7207.0,5038.0,7765.0,6342.0,1.0,
duration_favours_fx|subject_id[170],0.007,0.068,-0.135,0.162,0.001,0.001,6945.0,4786.0,7269.0,6360.0,1.0,
duration_favours_fx|subject_id[171],-0.001,0.069,-0.156,0.142,0.001,0.001,7273.0,4655.0,7853.0,6157.0,1.0,
duration_favours_fx|subject_id[172],-0.008,0.068,-0.158,0.138,0.001,0.001,7151.0,5095.0,7785.0,6072.0,1.0,
duration_favours_fx|subject_id[173],-0.001,0.067,-0.156,0.135,0.001,0.001,7698.0,5146.0,8339.0,6346.0,1.0,
duration_favours_fx|subject_id[174],-0.0,0.068,-0.147,0.147,0.001,0.001,7883.0,5455.0,8757.0,6820.0,1.0,
duration_favours_fx|subject_id[175],-0.006,0.069,-0.157,0.142,0.001,0.001,7403.0,5257.0,7927.0,5983.0,1.0,
duration_favours_fx|subject_id[176],0.012,0.069,-0.128,0.169,0.001,0.001,7074.0,5349.0,7706.0,6163.0,1.0,
duration_favours_fx|subject_id[177],0.002,0.068,-0.153,0.143,0.001,0.001,7137.0,5329.0,7709.0,6616.0,1.0,
last_stage_favours_fx|subject_id_sigma,0.205,0.077,0.027,0.34,0.003,0.002,651.0,651.0,710.0,378.0,1.0,1.0
last_stage_favours_fx|subject_id[0],-0.053,0.189,-0.429,0.337,0.002,0.002,9890.0,3782.0,9918.0,6748.0,1.0,
last_stage_favours_fx|subject_id[1],0.124,0.197,-0.234,0.55,0.003,0.002,4536.0,3985.0,4608.0,6993.0,1.0,
last_stage_favours_fx|subject_id[2],0.074,0.202,-0.334,0.484,0.002,0.002,7915.0,3755.0,8178.0,5927.0,1.0,
last_stage_favours_fx|subject_id[3],-0.026,0.2,-0.44,0.374,0.002,0.002,9760.0,3731.0,10120.0,5994.0,1.0,
last_stage_favours_fx|subject_id[4],0.036,0.186,-0.346,0.413,0.002,0.002,7932.0,4007.0,8038.0,6045.0,1.0,
last_stage_favours_fx|subject_id[5],0.069,0.207,-0.323,0.514,0.002,0.002,9801.0,3842.0,10226.0,5832.0,1.0,
last_stage_favours_fx|subject_id[6],-0.004,0.2,-0.412,0.413,0.002,0.002,12191.0,3415.0,12134.0,6309.0,1.0,
last_stage_favours_fx|subject_id[7],-0.139,0.204,-0.582,0.216,0.003,0.002,6018.0,4622.0,6174.0,6577.0,1.0,
last_stage_favours_fx|subject_id[8],-0.062,0.202,-0.485,0.345,0.002,0.002,7063.0,3651.0,7133.0,4897.0,1.0,
last_stage_favours_fx|subject_id[9],-0.066,0.198,-0.45,0.356,0.002,0.002,8990.0,3552.0,9199.0,6080.0,1.0,
last_stage_favours_fx|subject_id[10],-0.106,0.199,-0.507,0.281,0.003,0.002,5779.0,3664.0,6043.0,6104.0,1.0,
last_stage_favours_fx|subject_id[11],0.096,0.197,-0.267,0.526,0.003,0.003,5571.0,2753.0,5801.0,5176.0,1.0,
last_stage_favours_fx|subject_id[12],0.177,0.205,-0.183,0.609,0.003,0.002,4095.0,4095.0,4059.0,6511.0,1.0,
last_stage_favours_fx|subject_id[13],-0.007,0.196,-0.404,0.391,0.002,0.002,9620.0,3448.0,9649.0,5967.0,1.0,
last_stage_favours_fx|subject_id[14],0.05,0.196,-0.323,0.472,0.002,0.002,8962.0,3838.0,8898.0,6294.0,1.0,
last_stage_favours_fx|subject_id[15],0.087,0.191,-0.303,0.471,0.002,0.002,7799.0,4332.0,7766.0,5747.0,1.0,
last_stage_favours_fx|subject_id[16],-0.065,0.194,-0.492,0.296,0.002,0.002,8450.0,3783.0,8645.0,5631.0,1.0,
last_stage_favours_fx|subject_id[17],-0.12,0.203,-0.551,0.247,0.003,0.002,5901.0,4246.0,6388.0,6271.0,1.0,
last_stage_favours_fx|subject_id[18],-0.162,0.227,-0.638,0.249,0.004,0.003,3812.0,3671.0,4019.0,6288.0,1.0,
last_stage_favours_fx|subject_id[19],-0.061,0.199,-0.474,0.331,0.002,0.002,8625.0,3987.0,8699.0,6120.0,1.0,
last_stage_favours_fx|subject_id[20],-0.023,0.19,-0.408,0.362,0.002,0.002,7202.0,4126.0,7268.0,6396.0,1.0,
last_stage_favours_fx|subject_id[21],-0.022,0.197,-0.431,0.374,0.002,0.003,8748.0,2957.0,8672.0,6154.0,1.0,
last_stage_favours_fx|subject_id[22],0.107,0.201,-0.258,0.546,0.003,0.002,6451.0,3996.0,6759.0,6476.0,1.0,
last_stage_favours_fx|subject_id[23],-0.076,0.214,-0.528,0.339,0.002,0.002,7499.0,4019.0,7563.0,6219.0,1.0,
last_stage_favours_fx|subject_id[24],-0.028,0.192,-0.437,0.344,0.002,0.002,9754.0,3924.0,9828.0,6439.0,1.0,
last_stage_favours_fx|subject_id[25],-0.004,0.201,-0.418,0.413,0.002,0.003,10356.0,3020.0,10218.0,6684.0,1.0,
last_stage_favours_fx|subject_id[26],-0.139,0.204,-0.571,0.226,0.003,0.002,5234.0,4462.0,5328.0,6570.0,1.0,
last_stage_favours_fx|subject_id[27],-0.056,0.2,-0.471,0.344,0.002,0.002,10289.0,4183.0,10196.0,6445.0,1.0,
last_stage_favours_fx|subject_id[28],0.046,0.183,-0.304,0.438,0.002,0.002,9459.0,3825.0,9259.0,6662.0,1.0,
last_stage_favours_fx|subject_id[29],0.144,0.205,-0.229,0.572,0.003,0.002,4245.0,3998.0,4301.0,5855.0,1.0,
last_stage_favours_fx|subject_id[30],0.147,0.195,-0.219,0.543,0.003,0.002,4442.0,4442.0,4448.0,6591.0,1.0,
last_stage_favours_fx|subject_id[31],0.042,0.187,-0.339,0.416,0.002,0.002,10143.0,3916.0,10359.0,6790.0,1.0,
last_stage_favours_fx|subject_id[32],-0.026,0.166,-0.368,0.303,0.002,0.002,11586.0,4071.0,11701.0,5907.0,1.0,
last_stage_favours_fx|subject_id[33],-0.178,0.215,-0.629,0.21,0.004,0.002,3743.0,3743.0,3595.0,6526.0,1.0,
last_stage_favours_fx|subject_id[34],0.045,0.191,-0.329,0.452,0.002,0.002,8815.0,4223.0,8852.0,6766.0,1.0,
last_stage_favours_fx|subject_id[35],0.034,0.196,-0.355,0.451,0.002,0.002,9293.0,3496.0,9236.0,6017.0,1.0,
last_stage_favours_fx|subject_id[36],-0.204,0.208,-0.653,0.138,0.004,0.003,3187.0,3187.0,3243.0,6776.0,1.0,
last_stage_favours_fx|subject_id[37],-0.04,0.198,-0.464,0.343,0.002,0.002,8562.0,3818.0,8673.0,6413.0,1.0,
last_stage_favours_fx|subject_id[38],-0.004,0.196,-0.412,0.382,0.002,0.002,9096.0,3501.0,9073.0,5695.0,1.0,
last_stage_favours_fx|subject_id[39],0.007,0.206,-0.426,0.41,0.002,0.002,9081.0,3701.0,9184.0,6383.0,1.0,
last_stage_favours_fx|subject_id[40],-0.019,0.205,-0.467,0.374,0.002,0.002,9759.0,3549.0,9793.0,6141.0,1.0,
last_stage_favours_fx|subject_id[41],0.105,0.205,-0.286,0.539,0.002,0.002,8089.0,4738.0,8333.0,6470.0,1.0,
last_stage_favours_fx|subject_id[42],-0.029,0.215,-0.455,0.434,0.003,0.002,7372.0,3821.0,7598.0,6078.0,1.0,
last_stage_favours_fx|subject_id[43],0.029,0.198,-0.355,0.461,0.002,0.002,8215.0,4033.0,8191.0,6080.0,1.0,
last_stage_favours_fx|subject_id[44],-0.055,0.213,-0.512,0.359,0.002,0.002,8345.0,3717.0,8570.0,6020.0,1.0,
last_stage_favours_fx|subject_id[45],0.049,0.192,-0.323,0.458,0.002,0.002,9418.0,3184.0,9601.0,5744.0,1.0,
last_stage_favours_fx|subject_id[46],-0.104,0.193,-0.517,0.261,0.002,0.002,6778.0,4533.0,6947.0,6494.0,1.0,
last_stage_favours_fx|subject_id[47],-0.05,0.212,-0.484,0.391,0.002,0.003,8411.0,3061.0,8452.0,5467.0,1.0,
last_stage_favours_fx|subject_id[48],-0.041,0.201,-0.467,0.352,0.002,0.002,8292.0,3502.0,8244.0,6468.0,1.0,
last_stage_favours_fx|subject_id[49],0.091,0.199,-0.285,0.508,0.002,0.002,8247.0,3689.0,8428.0,5900.0,1.0,
last_stage_favours_fx|subject_id[50],0.084,0.199,-0.31,0.491,0.002,0.002,8938.0,3994.0,9029.0,6571.0,1.0,
last_stage_favours_fx|subject_id[51],-0.012,0.21,-0.43,0.423,0.002,0.003,8728.0,3237.0,8795.0,6324.0,1.0,
last_stage_favours_fx|subject_id[52],-0.084,0.203,-0.503,0.311,0.002,0.002,8494.0,3946.0,8764.0,6088.0,1.0,
last_stage_favours_fx|subject_id[53],-0.085,0.192,-0.475,0.291,0.002,0.002,7843.0,3900.0,7920.0,6461.0,1.0,
last_stage_favours_fx|subject_id[54],0.058,0.189,-0.327,0.446,0.002,0.002,9071.0,3872.0,9179.0,6305.0,1.0,
last_stage_favours_fx|subject_id[55],-0.011,0.187,-0.389,0.379,0.002,0.002,9418.0,3906.0,9497.0,5680.0,1.0,
last_stage_favours_fx|subject_id[56],0.028,0.191,-0.354,0.415,0.002,0.002,6484.0,4306.0,6436.0,5889.0,1.0,
last_stage_favours_fx|subject_id[57],-0.064,0.2,-0.473,0.338,0.002,0.002,7901.0,4105.0,8203.0,6504.0,1.0,
last_stage_favours_fx|subject_id[58],0.089,0.2,-0.291,0.505,0.002,0.002,7983.0,3852.0,8201.0,6644.0,1.0,
last_stage_favours_fx|subject_id[59],-0.001,0.203,-0.429,0.396,0.002,0.002,9399.0,3744.0,9554.0,5653.0,1.0,
last_stage_favours_fx|subject_id[60],-0.142,0.207,-0.568,0.243,0.003,0.002,4868.0,4206.0,4947.0,5666.0,1.0,
last_stage_favours_fx|subject_id[61],-0.159,0.213,-0.599,0.235,0.003,0.002,4256.0,3670.0,4561.0,5287.0,1.0,
last_stage_favours_fx|subject_id[62],0.024,0.204,-0.394,0.442,0.002,0.003,9178.0,3123.0,9232.0,5913.0,1.0,
last_stage_favours_fx|subject_id[63],0.013,0.194,-0.362,0.437,0.002,0.002,9318.0,3770.0,9336.0,6149.0,1.0,
last_stage_favours_fx|subject_id[64],0.109,0.206,-0.278,0.543,0.003,0.002,6129.0,4526.0,6455.0,5899.0,1.0,
last_stage_favours_fx|subject_id[65],-0.099,0.204,-0.511,0.314,0.002,0.002,7588.0,4274.0,7879.0,6118.0,1.0,
last_stage_favours_fx|subject_id[66],-0.024,0.197,-0.471,0.347,0.002,0.002,9036.0,3607.0,9187.0,5857.0,1.0,
last_stage_favours_fx|subject_id[67],0.103,0.199,-0.278,0.518,0.002,0.002,6565.0,4103.0,6813.0,6311.0,1.0,
last_stage_favours_fx|subject_id[68],-0.039,0.185,-0.424,0.335,0.002,0.002,9638.0,3941.0,9605.0,6945.0,1.0,
last_stage_favours_fx|subject_id[69],0.13,0.202,-0.224,0.56,0.003,0.002,5811.0,4738.0,5966.0,6522.0,1.0,
last_stage_favours_fx|subject_id[70],-0.068,0.192,-0.478,0.299,0.002,0.002,8099.0,3903.0,8231.0,6164.0,1.0,
last_stage_favours_fx|subject_id[71],0.007,0.207,-0.412,0.437,0.002,0.003,8110.0,3116.0,8079.0,6470.0,1.0,
last_stage_favours_fx|subject_id[72],0.054,0.197,-0.335,0.466,0.002,0.002,8536.0,3673.0,8774.0,6306.0,1.0,
last_stage_favours_fx|subject_id[73],-0.004,0.197,-0.403,0.397,0.002,0.002,7760.0,3667.0,7768.0,5712.0,1.0,
last_stage_favours_fx|subject_id[74],0.055,0.196,-0.32,0.467,0.002,0.002,7808.0,4072.0,7927.0,6218.0,1.0,
last_stage_favours_fx|subject_id[75],-0.026,0.194,-0.411,0.374,0.002,0.002,9238.0,3820.0,9073.0,6004.0,1.0,
last_stage_favours_fx|subject_id[76],-0.086,0.2,-0.498,0.301,0.002,0.002,6998.0,3618.0,7322.0,5465.0,1.0,
last_stage_favours_fx|subject_id[77],0.054,0.191,-0.325,0.447,0.002,0.002,9321.0,3527.0,9504.0,5612.0,1.0,
last_stage_favours_fx|subject_id[78],-0.079,0.214,-0.516,0.353,0.003,0.003,6734.0,3555.0,6738.0,5897.0,1.0,
last_stage_favours_fx|subject_id[79],-0.054,0.221,-0.522,0.381,0.002,0.003,8899.0,3765.0,8892.0,5559.0,1.0,
last_stage_favours_fx|subject_id[80],0.072,0.203,-0.321,0.496,0.002,0.002,7166.0,4105.0,7381.0,5837.0,1.0,
last_stage_favours_fx|subject_id[81],-0.134,0.215,-0.595,0.262,0.003,0.002,5683.0,4596.0,5569.0,5955.0,1.0,
last_stage_favours_fx|subject_id[82],0.123,0.194,-0.236,0.535,0.003,0.002,5248.0,4346.0,5399.0,6129.0,1.0,
last_stage_favours_fx|subject_id[83],-0.06,0.2,-0.489,0.328,0.002,0.002,8522.0,4307.0,8755.0,6434.0,1.0,
last_stage_favours_fx|subject_id[84],0.101,0.194,-0.277,0.501,0.003,0.002,6022.0,4566.0,6148.0,6141.0,1.0,
last_stage_favours_fx|subject_id[85],0.032,0.192,-0.382,0.411,0.002,0.002,9703.0,3173.0,9956.0,5690.0,1.0,
last_stage_favours_fx|subject_id[86],-0.031,0.192,-0.417,0.366,0.002,0.002,9628.0,3777.0,9773.0,5996.0,1.0,
last_stage_favours_fx|subject_id[87],-0.035,0.189,-0.437,0.325,0.002,0.002,9219.0,3652.0,9300.0,5929.0,1.0,
last_stage_favours_fx|subject_id[88],-0.059,0.196,-0.475,0.317,0.002,0.002,8421.0,4005.0,8629.0,6111.0,1.0,
last_stage_favours_fx|subject_id[89],0.025,0.196,-0.383,0.416,0.002,0.002,8223.0,3808.0,8281.0,5625.0,1.0,
last_stage_favours_fx|subject_id[90],0.045,0.196,-0.355,0.444,0.002,0.002,8858.0,3208.0,9062.0,6095.0,1.0,
last_stage_favours_fx|subject_id[91],-0.05,0.192,-0.439,0.343,0.002,0.002,7742.0,3538.0,7882.0,5698.0,1.0,
last_stage_favours_fx|subject_id[92],0.021,0.189,-0.361,0.41,0.002,0.002,10577.0,3786.0,10567.0,6534.0,1.0,
last_stage_favours_fx|subject_id[93],-0.008,0.209,-0.417,0.444,0.002,0.002,9821.0,3678.0,9525.0,6395.0,1.0,
last_stage_favours_fx|subject_id[94],0.053,0.201,-0.37,0.459,0.002,0.003,8984.0,2937.0,9118.0,6282.0,1.0,
