,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,P>0
duration_favours_fx:by_attribute_fx|subject_id[134],0.016,0.14,-0.284,0.319,0.002,0.001,8611.0,5128.0,9659.0,6581.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[135],0.001,0.138,-0.28,0.309,0.002,0.001,7320.0,5112.0,7543.0,6707.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[136],-0.011,0.139,-0.349,0.268,0.002,0.001,7764.0,5312.0,8490.0,6710.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[137],0.028,0.143,-0.261,0.351,0.002,0.001,6476.0,4636.0,7253.0,6099.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[138],-0.012,0.141,-0.313,0.295,0.002,0.001,7376.0,4732.0,8116.0,6477.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[139],-0.01,0.137,-0.32,0.282,0.002,0.001,8337.0,5292.0,8906.0,6404.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[140],-0.009,0.141,-0.313,0.3,0.002,0.001,7693.0,4780.0,8183.0,6612.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[141],-0.014,0.135,-0.304,0.278,0.002,0.001,6625.0,4876.0,7261.0,6155.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[142],-0.015,0.145,-0.342,0.274,0.002,0.001,7886.0,5651.0,8774.0,6543.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[143],0.001,0.144,-0.319,0.311,0.002,0.001,8287.0,5027.0,8870.0,5399.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[144],0.017,0.139,-0.27,0.324,0.002,0.001,7302.0,5656.0,8237.0,6081.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[145],-0.004,0.138,-0.32,0.272,0.002,0.001,6892.0,4695.0,7835.0,6087.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[146],0.005,0.136,-0.289,0.313,0.001,0.001,8348.0,5325.0,9099.0,6911.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[147],-0.044,0.147,-0.386,0.226,0.002,0.001,7046.0,5967.0,8014.0,6404.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[148],-0.051,0.151,-0.408,0.215,0.002,0.002,5502.0,4019.0,6464.0,5988.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[149],-0.001,0.14,-0.316,0.302,0.001,0.002,9087.0,4169.0,9724.0,6202.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[150],-0.003,0.142,-0.297,0.303,0.002,0.002,8891.0,4093.0,10599.0,6902.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[151],0.011,0.135,-0.272,0.317,0.001,0.001,9307.0,5380.0,10098.0,7086.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[152],0.002,0.141,-0.303,0.305,0.002,0.001,8105.0,4978.0,8594.0,7025.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[153],0.003,0.141,-0.306,0.311,0.002,0.001,6790.0,5425.0,7156.0,6501.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[154],0.007,0.137,-0.294,0.308,0.002,0.001,8086.0,5265.0,8355.0,6250.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[155],0.006,0.141,-0.297,0.302,0.002,0.001,8063.0,4830.0,9151.0,6599.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[156],0.006,0.135,-0.268,0.314,0.001,0.001,8186.0,5465.0,8885.0,6897.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[157],-0.034,0.146,-0.373,0.243,0.002,0.001,6648.0,5180.0,7726.0,6372.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[158],0.008,0.137,-0.289,0.307,0.002,0.001,7597.0,5292.0,8183.0,6563.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[159],-0.002,0.14,-0.294,0.313,0.002,0.001,7334.0,5101.0,7736.0,6701.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[160],-0.054,0.151,-0.39,0.229,0.002,0.002,5789.0,5002.0,6440.0,6541.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[161],0.01,0.142,-0.276,0.335,0.002,0.001,8483.0,5384.0,9290.0,6505.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[162],0.011,0.138,-0.27,0.318,0.002,0.001,6485.0,4714.0,7063.0,6161.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[163],0.043,0.146,-0.237,0.368,0.002,0.001,6618.0,5770.0,6923.0,6352.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[164],0.012,0.142,-0.302,0.311,0.002,0.001,8471.0,4839.0,9865.0,6138.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[165],0.01,0.135,-0.272,0.317,0.002,0.001,7869.0,5410.0,8360.0,6453.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[166],0.012,0.136,-0.28,0.297,0.001,0.001,8500.0,5658.0,9235.0,6760.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[167],0.032,0.143,-0.251,0.375,0.002,0.001,7388.0,6078.0,8136.0,6636.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[168],0.023,0.137,-0.253,0.333,0.002,0.001,7142.0,5921.0,7558.0,6860.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[169],0.005,0.139,-0.274,0.326,0.002,0.001,8340.0,4800.0,9788.0,6437.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[170],0.007,0.141,-0.296,0.32,0.002,0.001,7767.0,4905.0,8318.0,6086.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[171],-0.001,0.139,-0.298,0.318,0.001,0.001,8639.0,5271.0,8972.0,6897.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[172],0.019,0.138,-0.267,0.331,0.002,0.001,7447.0,5902.0,7968.0,6716.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[173],-0.019,0.142,-0.325,0.278,0.002,0.001,7890.0,5701.0,8553.0,6528.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[174],-0.0,0.14,-0.306,0.296,0.002,0.001,8537.0,5067.0,9318.0,6341.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[175],0.012,0.145,-0.298,0.329,0.002,0.002,7222.0,4448.0,8558.0,5885.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[176],-0.008,0.137,-0.309,0.283,0.002,0.001,7067.0,5607.0,7565.0,6314.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[177],0.013,0.139,-0.267,0.332,0.002,0.001,8404.0,5518.0,9219.0,6658.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id_sigma,0.142,0.101,0.0,0.336,0.002,0.001,2740.0,2740.0,2458.0,3239.0,1.0,1.0
last_stage_favours_fx:by_attribute_fx|subject_id[0],0.015,0.167,-0.308,0.421,0.002,0.002,8221.0,5827.0,8734.0,6490.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[1],0.032,0.171,-0.325,0.398,0.002,0.002,8183.0,4928.0,8744.0,6841.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[2],0.02,0.168,-0.346,0.391,0.002,0.002,7934.0,4483.0,8707.0,5928.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[3],-0.018,0.167,-0.37,0.346,0.002,0.002,7212.0,5031.0,7883.0,6736.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[4],-0.018,0.169,-0.394,0.342,0.002,0.002,7145.0,4587.0,7655.0,6178.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[5],0.019,0.168,-0.335,0.39,0.002,0.002,8253.0,5090.0,9207.0,6472.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[6],-0.02,0.172,-0.407,0.333,0.002,0.002,8086.0,4717.0,8106.0,6463.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[7],-0.03,0.17,-0.436,0.293,0.002,0.002,7726.0,4808.0,8460.0,6254.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[8],0.013,0.168,-0.344,0.382,0.002,0.002,8567.0,4736.0,9307.0,5611.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[9],0.025,0.172,-0.324,0.42,0.002,0.002,7270.0,4401.0,7808.0,5788.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[10],-0.041,0.172,-0.434,0.307,0.002,0.002,6065.0,4892.0,6716.0,5973.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[11],0.016,0.171,-0.352,0.392,0.002,0.002,7629.0,4577.0,8055.0,5744.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[12],-0.025,0.165,-0.369,0.337,0.002,0.002,7969.0,5000.0,8641.0,6911.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[13],-0.025,0.171,-0.449,0.291,0.002,0.002,6507.0,5098.0,7130.0,5862.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[14],0.009,0.169,-0.353,0.376,0.002,0.002,10557.0,4723.0,11584.0,6724.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[15],-0.04,0.171,-0.419,0.312,0.002,0.002,6814.0,4291.0,7824.0,5951.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[16],-0.031,0.173,-0.414,0.33,0.002,0.002,7299.0,4354.0,7749.0,6296.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[17],0.019,0.17,-0.359,0.383,0.002,0.002,7938.0,4101.0,8715.0,5639.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[18],0.011,0.168,-0.333,0.389,0.002,0.002,6874.0,4656.0,7022.0,6098.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[19],-0.001,0.169,-0.37,0.374,0.002,0.002,7839.0,4150.0,8660.0,5929.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[20],0.023,0.172,-0.345,0.406,0.002,0.002,7944.0,3898.0,8767.0,5896.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[21],-0.05,0.18,-0.482,0.284,0.002,0.002,7331.0,4827.0,8015.0,6377.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[22],-0.039,0.172,-0.44,0.286,0.002,0.002,7570.0,4617.0,8720.0,6400.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[23],0.006,0.168,-0.358,0.372,0.002,0.002,8282.0,4600.0,9207.0,6047.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[24],-0.034,0.171,-0.441,0.296,0.002,0.002,8414.0,4042.0,9428.0,5631.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[25],-0.007,0.167,-0.368,0.357,0.002,0.002,8328.0,5362.0,8663.0,6238.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[26],-0.032,0.169,-0.418,0.295,0.002,0.002,6888.0,4702.0,7807.0,6079.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[27],0.01,0.171,-0.332,0.414,0.002,0.002,7505.0,4833.0,7977.0,6290.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[28],-0.009,0.165,-0.368,0.335,0.002,0.002,9120.0,4643.0,9441.0,6604.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[29],-0.043,0.175,-0.47,0.276,0.002,0.002,6778.0,4208.0,7508.0,6219.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[30],-0.024,0.168,-0.431,0.298,0.002,0.002,7052.0,4883.0,7120.0,6353.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[31],-0.028,0.167,-0.431,0.283,0.002,0.002,7159.0,5027.0,7780.0,6367.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[32],0.006,0.165,-0.355,0.367,0.002,0.002,7449.0,4865.0,7936.0,6689.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[33],-0.004,0.17,-0.39,0.36,0.002,0.002,7735.0,4422.0,8296.0,6031.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[34],0.067,0.183,-0.247,0.51,0.002,0.002,6182.0,5004.0,7002.0,6251.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[35],0.005,0.171,-0.336,0.392,0.002,0.002,6518.0,4034.0,6873.0,5759.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[36],-0.015,0.161,-0.368,0.318,0.002,0.002,8245.0,4768.0,8624.0,6591.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[37],-0.038,0.175,-0.455,0.3,0.002,0.002,6886.0,5194.0,7648.0,6334.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[38],0.018,0.171,-0.333,0.403,0.002,0.002,7610.0,4574.0,8079.0,6086.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[39],0.035,0.182,-0.334,0.447,0.002,0.002,6904.0,4849.0,7158.0,5767.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[40],0.014,0.169,-0.339,0.395,0.002,0.002,7017.0,4901.0,7538.0,6026.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[41],0.061,0.185,-0.264,0.487,0.003,0.002,5187.0,3857.0,6109.0,5427.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[42],-0.008,0.174,-0.414,0.347,0.002,0.002,7338.0,4415.0,7988.0,5165.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[43],0.005,0.171,-0.359,0.384,0.002,0.002,9137.0,5178.0,9744.0,6612.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[44],-0.0,0.172,-0.363,0.38,0.002,0.002,7931.0,4859.0,8710.0,6504.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[45],-0.003,0.167,-0.367,0.37,0.002,0.002,6718.0,4337.0,7437.0,5861.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[46],0.037,0.174,-0.305,0.444,0.002,0.002,6705.0,4950.0,7523.0,5970.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[47],-0.014,0.177,-0.414,0.354,0.002,0.002,8415.0,3955.0,9488.0,5811.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[48],-0.006,0.17,-0.39,0.353,0.002,0.002,7270.0,4580.0,7786.0,6057.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[49],-0.042,0.179,-0.421,0.342,0.002,0.002,7461.0,4741.0,8608.0,5616.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[50],-0.002,0.163,-0.348,0.35,0.002,0.002,8074.0,4851.0,8554.0,6449.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[51],0.012,0.173,-0.373,0.393,0.002,0.002,7476.0,4463.0,7789.0,5475.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[52],0.02,0.17,-0.333,0.397,0.002,0.002,7341.0,4430.0,8387.0,5738.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[53],0.004,0.165,-0.342,0.375,0.002,0.002,8265.0,4362.0,9064.0,6150.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[54],-0.011,0.166,-0.399,0.332,0.002,0.002,8166.0,4594.0,8663.0,6193.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[55],0.017,0.174,-0.339,0.429,0.002,0.002,7761.0,4075.0,8254.0,5520.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[56],0.031,0.172,-0.325,0.401,0.002,0.002,6687.0,4845.0,7644.0,6539.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[57],-0.002,0.172,-0.403,0.351,0.002,0.002,6567.0,4469.0,7096.0,6230.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[58],-0.003,0.164,-0.362,0.351,0.002,0.002,8768.0,4872.0,9101.0,6986.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[59],0.005,0.17,-0.365,0.365,0.002,0.002,9554.0,4119.0,11027.0,6374.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[60],-0.003,0.166,-0.36,0.361,0.002,0.002,7718.0,4535.0,7924.0,6712.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[61],0.006,0.167,-0.321,0.413,0.002,0.002,8035.0,4425.0,8520.0,5710.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[62],-0.046,0.175,-0.45,0.306,0.002,0.002,6548.0,5041.0,7627.0,5537.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[63],0.012,0.171,-0.342,0.4,0.002,0.002,7504.0,4023.0,8440.0,5121.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[64],0.044,0.176,-0.3,0.442,0.002,0.002,7140.0,4997.0,7710.0,6393.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[65],-0.002,0.17,-0.383,0.344,0.002,0.002,7081.0,5010.0,7531.0,5540.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[66],0.054,0.182,-0.305,0.458,0.003,0.002,5053.0,4414.0,5899.0,5485.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[67],-0.025,0.169,-0.413,0.323,0.002,0.002,8909.0,4309.0,9824.0,6376.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[68],-0.002,0.165,-0.358,0.355,0.002,0.002,7091.0,4612.0,7759.0,6567.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[69],-0.019,0.175,-0.422,0.325,0.002,0.002,7402.0,4763.0,8359.0,6139.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[70],0.011,0.164,-0.322,0.384,0.002,0.002,7000.0,3633.0,7941.0,5716.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[71],0.021,0.174,-0.337,0.41,0.002,0.002,7072.0,4070.0,7908.0,6418.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[72],-0.016,0.168,-0.384,0.343,0.002,0.002,7938.0,4703.0,8928.0,6040.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[73],0.06,0.181,-0.272,0.488,0.002,0.002,6605.0,5647.0,7133.0,6522.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[74],0.012,0.17,-0.347,0.387,0.002,0.002,9355.0,4731.0,10163.0,5970.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[75],0.01,0.17,-0.339,0.404,0.002,0.002,8640.0,4321.0,9266.0,6821.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[76],0.031,0.169,-0.302,0.428,0.002,0.002,6516.0,4497.0,6972.0,6013.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[77],-0.106,0.207,-0.587,0.225,0.003,0.002,4426.0,4426.0,4880.0,5515.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[78],-0.021,0.182,-0.428,0.355,0.002,0.002,7568.0,3936.0,8368.0,5706.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[79],-0.016,0.178,-0.436,0.325,0.002,0.002,8971.0,4590.0,10982.0,6304.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[80],0.046,0.177,-0.303,0.436,0.002,0.002,6562.0,4478.0,7847.0,5706.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[81],-0.031,0.17,-0.423,0.312,0.002,0.002,8468.0,4714.0,9526.0,6498.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[82],-0.025,0.168,-0.391,0.326,0.002,0.002,7028.0,4339.0,7719.0,5761.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[83],-0.015,0.175,-0.389,0.356,0.002,0.002,7419.0,4372.0,8002.0,5505.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[84],0.009,0.164,-0.326,0.388,0.002,0.002,7058.0,4481.0,7500.0,5381.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[85],-0.005,0.167,-0.38,0.33,0.002,0.002,8181.0,4741.0,8779.0,6352.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[86],0.041,0.174,-0.288,0.449,0.002,0.002,6113.0,4434.0,6619.0,5899.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[87],-0.043,0.174,-0.402,0.331,0.002,0.002,6456.0,4717.0,7137.0,5553.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[88],0.025,0.173,-0.328,0.408,0.002,0.002,8010.0,4450.0,8789.0,5776.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[89],0.06,0.18,-0.248,0.49,0.002,0.002,6296.0,4975.0,7104.0,6159.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[90],-0.018,0.168,-0.382,0.332,0.002,0.002,6829.0,3911.0,7603.0,5080.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[91],-0.034,0.169,-0.402,0.316,0.002,0.002,7373.0,5434.0,7897.0,6257.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[92],0.004,0.166,-0.351,0.373,0.002,0.002,7410.0,4333.0,8307.0,6243.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[93],-0.001,0.173,-0.356,0.402,0.002,0.002,7331.0,4255.0,7726.0,6131.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[94],0.011,0.167,-0.33,0.406,0.002,0.002,8903.0,4689.0,9233.0,6664.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[95],-0.019,0.168,-0.413,0.312,0.002,0.002,7749.0,4133.0,8449.0,5817.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[96],-0.012,0.167,-0.395,0.318,0.002,0.002,7060.0,4630.0,7534.0,5578.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[97],-0.017,0.175,-0.416,0.355,0.002,0.002,8610.0,4954.0,9287.0,6402.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[98],-0.049,0.177,-0.464,0.293,0.002,0.002,6614.0,4598.0,7627.0,5934.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[99],0.025,0.166,-0.312,0.392,0.002,0.002,9070.0,4859.0,10066.0,6882.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[100],0.017,0.167,-0.346,0.373,0.002,0.002,7667.0,4105.0,8237.0,5692.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[101],-0.015,0.173,-0.383,0.358,0.002,0.002,7707.0,5455.0,8200.0,6262.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[102],-0.03,0.17,-0.414,0.322,0.002,0.002,6800.0,4457.0,7167.0,6228.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[103],0.026,0.167,-0.309,0.411,0.002,0.002,7870.0,5401.0,8457.0,6280.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[104],-0.032,0.169,-0.44,0.286,0.002,0.002,9031.0,4692.0,9925.0,6321.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[105],0.02,0.172,-0.337,0.402,0.002,0.002,8420.0,5097.0,9280.0,5942.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[106],0.011,0.171,-0.346,0.391,0.002,0.002,7592.0,4787.0,8239.0,6476.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[107],0.02,0.171,-0.328,0.413,0.002,0.002,8062.0,5320.0,8662.0,6590.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[108],-0.019,0.172,-0.373,0.383,0.002,0.002,8586.0,4523.0,9097.0,6329.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[109],-0.045,0.174,-0.441,0.291,0.002,0.002,7428.0,4946.0,8346.0,6171.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[110],-0.025,0.17,-0.425,0.307,0.002,0.002,8345.0,5086.0,8854.0,6745.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[111],-0.001,0.168,-0.358,0.357,0.002,0.002,6864.0,4148.0,7792.0,5866.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[112],0.019,0.168,-0.33,0.396,0.002,0.002,7706.0,4756.0,8444.0,6292.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[113],-0.032,0.17,-0.418,0.308,0.002,0.002,6628.0,4869.0,7592.0,5728.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[114],-0.003,0.168,-0.37,0.352,0.002,0.002,8151.0,4461.0,8697.0,6514.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[115],0.019,0.166,-0.294,0.419,0.002,0.002,9306.0,4461.0,10127.0,6393.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[116],0.07,0.186,-0.254,0.514,0.003,0.002,5391.0,4191.0,6274.0,5222.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[117],-0.003,0.166,-0.374,0.343,0.002,0.002,9248.0,4837.0,9330.0,6617.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[118],0.017,0.165,-0.338,0.383,0.002,0.002,7063.0,4438.0,7769.0,6042.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[119],-0.051,0.178,-0.464,0.275,0.002,0.002,5972.0,4323.0,6679.0,5671.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[120],-0.027,0.175,-0.389,0.373,0.002,0.002,7664.0,4293.0,8272.0,5401.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[121],0.004,0.167,-0.377,0.354,0.002,0.002,7766.0,5005.0,8034.0,5803.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[122],-0.037,0.174,-0.464,0.298,0.002,0.002,5931.0,4395.0,6670.0,5620.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[123],-0.031,0.173,-0.435,0.309,0.002,0.002,6577.0,4161.0,7474.0,6080.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[124],0.019,0.168,-0.33,0.409,0.002,0.002,8697.0,4787.0,8931.0,6311.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[125],0.001,0.18,-0.405,0.389,0.002,0.002,6980.0,4284.0,7720.0,5481.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[126],0.011,0.166,-0.376,0.364,0.002,0.002,8729.0,4987.0,9396.0,6290.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[127],0.015,0.171,-0.331,0.415,0.002,0.002,7468.0,4404.0,8204.0,5723.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[128],0.011,0.167,-0.374,0.361,0.002,0.002,7905.0,4301.0,8330.0,6095.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[129],0.005,0.173,-0.367,0.394,0.002,0.002,7824.0,4311.0,8446.0,5976.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[130],0.021,0.169,-0.325,0.381,0.002,0.002,6564.0,4654.0,7388.0,6163.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[131],-0.002,0.172,-0.364,0.373,0.002,0.002,6585.0,3906.0,7150.0,4889.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[132],0.017,0.169,-0.354,0.375,0.002,0.002,8557.0,4226.0,8360.0,6587.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[133],0.017,0.173,-0.369,0.369,0.002,0.002,9017.0,3745.0,9965.0,6517.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[134],-0.03,0.172,-0.421,0.311,0.002,0.002,7682.0,5148.0,8334.0,5951.0,1.0,
