,alpha,theta,v,b_last,noise,loss,lossfun,model,subject_id,wp,eta
567,0.5038,,22.7394,,1.7203,90.5964,BIC,TwoStageWithin,62-attributes,,
568,,,3.1443,,0.6145,227.9553,BIC,TwoStageBetween,64-alternatives,0.6311,
569,0.5899,0.7962,4.0323,0.0225,0.604,233.2418,BIC,TwoStageWithin,64-alternatives,,
570,,,2.1365,0.028,0.6612,225.2619,BIC,TwoStageBetween,64-attributes,0.7744,1.0
571,0.4464,,3.0179,,0.6645,217.7738,BIC,TwoStageWithin,64-attributes,,
572,,,12.2696,,1.0877,38.8085,BIC,TwoStageBetween,65-alternatives,0.6482,
573,0.555,0.9414,15.5862,0.0053,1.0411,39.9251,BIC,TwoStageWithin,65-alternatives,,
574,,,11.6432,-0.002,1.1166,58.6377,BIC,TwoStageBetween,65-attributes,0.6128,1.0
575,0.6111,,13.5181,,1.0982,47.0387,BIC,TwoStageWithin,65-attributes,,
576,,,8.5855,,1.2342,172.8992,BIC,TwoStageBetween,66-alternatives,0.6067,
577,0.6287,0.8051,11.205,-0.0014,1.2315,180.4911,BIC,TwoStageWithin,66-alternatives,,
578,,,8.2881,-0.0254,0.9815,125.3853,BIC,TwoStageBetween,66-attributes,0.5299,0.8862
579,0.7796,,8.6756,,0.9844,117.5701,BIC,TwoStageWithin,66-attributes,,
580,,,5.1048,,0.8783,112.8943,BIC,TwoStageBetween,67-alternatives,0.7951,
581,0.2365,1.0,5.5823,-0.0034,0.8662,118.9795,BIC,TwoStageWithin,67-alternatives,,
582,,,6.4583,-0.0279,0.9668,146.0176,BIC,TwoStageBetween,67-attributes,0.666,0.899
583,0.4312,,6.2421,,0.9667,137.5107,BIC,TwoStageWithin,67-attributes,,
584,,,4.5609,,1.0849,89.4795,BIC,TwoStageBetween,68-alternatives,0.0,
585,3.2197,1.0,14.0598,0.0084,1.182,120.9258,BIC,TwoStageWithin,68-alternatives,,
586,,,5.7595,0.0321,0.9823,123.0857,BIC,TwoStageBetween,68-attributes,0.0,0.0209
587,3.2669,,9.0978,,1.0554,133.0571,BIC,TwoStageWithin,68-attributes,,
588,,,11.5659,,0.9114,111.6188,BIC,TwoStageBetween,69-alternatives,0.5607,
589,0.773,0.9749,12.74,0.0161,0.9279,124.8238,BIC,TwoStageWithin,69-alternatives,,
590,,,6.7865,-0.0036,0.9246,137.6145,BIC,TwoStageBetween,69-attributes,0.6517,1.0
591,0.5516,,7.4938,,0.935,131.8514,BIC,TwoStageWithin,69-attributes,,
592,,,10.2934,,1.3704,97.1942,BIC,TwoStageBetween,7-alternatives,0.5742,
593,0.7701,1.0,11.7992,-0.0205,1.383,109.1036,BIC,TwoStageWithin,7-alternatives,,
594,,,13.2481,-0.0105,1.0977,98.3531,BIC,TwoStageBetween,7-attributes,0.5431,0.6463
595,0.9459,,13.3161,,1.1085,92.3934,BIC,TwoStageWithin,7-attributes,,
596,,,12.5521,,1.1114,58.9968,BIC,TwoStageBetween,70-alternatives,0.4668,
597,1.071,0.9022,15.2564,0.0359,1.1013,65.7104,BIC,TwoStageWithin,70-alternatives,,
598,,,11.7878,-0.0098,1.227,72.5389,BIC,TwoStageBetween,70-attributes,0.5711,1.0
599,0.7059,,13.9555,,1.2052,59.8703,BIC,TwoStageWithin,70-attributes,,
600,,,15.156,,1.1373,53.8797,BIC,TwoStageBetween,71-alternatives,0.4856,
601,0.9733,0.9408,20.689,0.0002,1.1339,61.6948,BIC,TwoStageWithin,71-alternatives,,
602,,,10.1285,-0.0193,1.2738,79.9529,BIC,TwoStageBetween,71-attributes,0.4558,1.0
603,0.9858,,14.8991,,1.2517,66.7788,BIC,TwoStageWithin,71-attributes,,
604,,,5.3277,,1.127,126.83,BIC,TwoStageBetween,72-alternatives,0.7652,
605,0.3374,1.0,6.0154,0.0356,1.1255,134.915,BIC,TwoStageWithin,72-alternatives,,
606,,,5.5314,-0.0319,0.9472,87.7581,BIC,TwoStageBetween,72-attributes,0.8718,1.0
607,0.2142,,6.5681,,0.9712,83.5467,BIC,TwoStageWithin,72-attributes,,
608,,,9.3806,,1.0228,80.2501,BIC,TwoStageBetween,73-alternatives,0.6328,
609,0.5317,1.0,10.8662,0.0114,0.9932,82.8911,BIC,TwoStageWithin,73-alternatives,,
610,,,8.4163,0.031,0.99,99.457,BIC,TwoStageBetween,73-attributes,0.6292,1.0
611,0.5311,,10.0123,,0.9749,87.7901,BIC,TwoStageWithin,73-attributes,,
612,,,4.3355,,1.0431,195.119,BIC,TwoStageBetween,74-alternatives,0.7222,
613,0.3306,1.0,3.3452,0.0428,1.065,212.0958,BIC,TwoStageWithin,74-alternatives,,
614,,,6.8657,0.0148,0.9899,135.7485,BIC,TwoStageBetween,74-attributes,0.6724,1.0
615,0.4809,,6.3431,,1.0342,140.0292,BIC,TwoStageWithin,74-attributes,,
616,,,11.0543,,1.2877,45.0491,BIC,TwoStageBetween,75-alternatives,0.7577,
617,0.2826,1.0,11.8945,0.0232,1.2757,51.1787,BIC,TwoStageWithin,75-alternatives,,
618,,,10.5508,0.0304,1.1437,37.4812,BIC,TwoStageBetween,75-attributes,0.8488,0.6119
619,0.208,,10.7108,,1.1219,25.2584,BIC,TwoStageWithin,75-attributes,,
620,,,14.5295,,1.2398,45.034,BIC,TwoStageBetween,76-alternatives,0.5872,
621,0.5993,0.9879,15.6911,0.0196,1.2102,48.0714,BIC,TwoStageWithin,76-alternatives,,
622,,,9.9877,-0.0321,1.2367,82.2961,BIC,TwoStageBetween,76-attributes,0.6769,1.0
623,0.4262,,10.0915,,1.2397,74.5065,BIC,TwoStageWithin,76-attributes,,
624,,,3.5318,,0.6348,160.5132,BIC,TwoStageBetween,77-alternatives,0.7985,
625,0.3016,1.0,3.8871,0.0246,0.6804,179.8618,BIC,TwoStageWithin,77-alternatives,,
626,,,3.286,-0.0111,0.5848,154.7808,BIC,TwoStageBetween,77-attributes,0.8768,0.9772
627,0.1933,,3.6272,,0.6377,159.1239,BIC,TwoStageWithin,77-attributes,,
628,,,10.1683,,1.0735,125.6919,BIC,TwoStageBetween,78-alternatives,0.4807,
629,1.0031,0.7237,14.9056,0.0095,1.0698,133.208,BIC,TwoStageWithin,78-alternatives,,
630,,,9.1901,0.01,0.8855,113.754,BIC,TwoStageBetween,78-attributes,0.5291,1.0
631,0.8716,,11.9649,,0.8719,102.0987,BIC,TwoStageWithin,78-attributes,,
632,,,6.9041,,1.1609,52.5521,BIC,TwoStageBetween,79-alternatives,0.8652,
633,0.1107,1.0,6.7986,0.0665,1.1411,57.5284,BIC,TwoStageWithin,79-alternatives,,
634,,,10.3213,-0.0262,1.0873,35.5209,BIC,TwoStageBetween,79-attributes,0.77,1.0
635,0.2709,,10.9147,,1.0913,27.6446,BIC,TwoStageWithin,79-attributes,,
636,,,9.4793,,0.9397,103.4568,BIC,TwoStageBetween,8-alternatives,0.623,
637,0.5658,1.0,10.9319,0.0008,0.9247,108.234,BIC,TwoStageWithin,8-alternatives,,
638,,,7.9398,-0.0173,0.9834,84.778,BIC,TwoStageBetween,8-attributes,0.744,1.0
639,0.33,,9.389,,0.9319,66.0521,BIC,TwoStageWithin,8-attributes,,
640,,,5.6246,,0.6969,168.4797,BIC,TwoStageBetween,80-alternatives,0.4658,
641,1.1503,1.0,6.6465,0.0192,0.7216,183.7009,BIC,TwoStageWithin,80-alternatives,,
642,,,4.6961,-0.0023,0.7887,178.7157,BIC,TwoStageBetween,80-attributes,0.513,1.0
643,0.8701,,6.6755,,0.7507,160.8767,BIC,TwoStageWithin,80-attributes,,
644,,,23.725,,1.8381,96.3187,BIC,TwoStageBetween,81-alternatives,0.5882,
645,0.6305,1.0,27.1338,0.0128,1.8296,102.0329,BIC,TwoStageWithin,81-alternatives,,
646,,,18.0887,0.0086,1.7702,178.2803,BIC,TwoStageBetween,81-attributes,0.5598,1.0
647,0.7535,,19.8672,,1.7742,171.5387,BIC,TwoStageWithin,81-attributes,,
648,,,11.7555,,1.1681,48.8064,BIC,TwoStageBetween,83-alternatives,0.6379,
649,0.5349,1.0,13.6147,0.0021,1.1539,54.7971,BIC,TwoStageWithin,83-alternatives,,
650,,,12.6616,-0.0263,1.212,45.2146,BIC,TwoStageBetween,83-attributes,0.6525,1.0
651,0.5206,,14.3136,,1.1905,33.1726,BIC,TwoStageWithin,83-attributes,,
652,,,9.3731,,1.1646,138.7752,BIC,TwoStageBetween,84-alternatives,0.5396,
653,0.7992,1.0,10.3781,-0.0138,1.1745,150.4354,BIC,TwoStageWithin,84-alternatives,,
654,,,12.7054,0.0442,1.0155,88.8936,BIC,TwoStageBetween,84-attributes,0.5316,0.4398
655,0.8962,,12.6942,,1.067,91.4868,BIC,TwoStageWithin,84-attributes,,
656,,,3.3647,,0.7865,117.1491,BIC,TwoStageBetween,85-alternatives,1.0,
657,0.0,0.6718,4.6818,-0.0182,0.7402,114.9139,BIC,TwoStageWithin,85-alternatives,,
658,,,4.2413,-0.0073,0.7075,84.0619,BIC,TwoStageBetween,85-attributes,1.0,1.0
659,0.0134,,4.5465,,0.7507,84.1567,BIC,TwoStageWithin,85-attributes,,
660,,,5.7967,,0.9308,30.5884,BIC,TwoStageBetween,86-alternatives,1.0,
661,0.1124,0.9664,7.7033,-0.0121,0.9786,47.7505,BIC,TwoStageWithin,86-alternatives,,
662,,,6.6798,0.0123,0.7774,16.1931,BIC,TwoStageBetween,86-attributes,1.0,0.8416
663,0.0,,6.3513,,0.8561,21.71,BIC,TwoStageWithin,86-attributes,,
664,,,12.6113,,1.4667,65.1493,BIC,TwoStageBetween,87-alternatives,0.63,
665,0.5636,0.985,14.9641,0.0617,1.416,62.2179,BIC,TwoStageWithin,87-alternatives,,
666,,,11.1366,-0.0218,1.4174,41.9362,BIC,TwoStageBetween,87-attributes,0.7739,1.0
667,0.3029,,12.5842,,1.4094,32.0089,BIC,TwoStageWithin,87-attributes,,
668,,,15.9916,,1.2039,26.9401,BIC,TwoStageBetween,88-alternatives,0.5668,
669,0.68,0.9285,19.3546,-0.0046,1.1781,31.5185,BIC,TwoStageWithin,88-alternatives,,
670,,,14.1773,-0.004,1.1494,42.5189,BIC,TwoStageBetween,88-attributes,0.6015,1.0
671,0.5822,,15.269,,1.1459,33.441,BIC,TwoStageWithin,88-attributes,,
672,,,4.8583,,0.9387,165.0732,BIC,TwoStageBetween,89-alternatives,0.4386,
673,1.2743,0.841,5.8716,0.0373,0.9555,178.5892,BIC,TwoStageWithin,89-alternatives,,
674,,,3.558,0.0771,0.9889,177.3146,BIC,TwoStageBetween,89-attributes,0.3575,0.6407
675,1.3525,,3.9121,,1.0155,177.4099,BIC,TwoStageWithin,89-attributes,,
676,,,8.2873,,0.8867,89.2228,BIC,TwoStageBetween,90-alternatives,0.6786,
677,0.4559,0.9109,10.0898,0.0008,0.8619,92.8234,BIC,TwoStageWithin,90-alternatives,,
678,,,6.0788,0.002,0.8491,112.7316,BIC,TwoStageBetween,90-attributes,0.7593,1.0
679,0.3138,,6.9014,,0.8414,102.4961,BIC,TwoStageWithin,90-attributes,,
680,,,8.5758,,1.265,146.6763,BIC,TwoStageBetween,92-alternatives,0.5851,
681,0.5638,0.5193,11.0677,0.0271,1.2527,151.1852,BIC,TwoStageWithin,92-alternatives,,
682,,,5.2912,0.0224,1.4089,138.5201,BIC,TwoStageBetween,92-attributes,0.5202,0.7758
683,1.0149,,5.7187,,1.4124,131.0881,BIC,TwoStageWithin,92-attributes,,
684,,,7.0652,,1.3795,138.0477,BIC,TwoStageBetween,93-alternatives,0.5633,
685,0.8401,0.7936,8.7066,0.042,1.3769,145.6623,BIC,TwoStageWithin,93-alternatives,,
686,,,10.6748,-0.0003,1.5321,122.0702,BIC,TwoStageBetween,93-attributes,0.5461,1.0
687,0.9752,,15.1159,,1.5229,110.6783,BIC,TwoStageWithin,93-attributes,,
688,,,9.4919,,1.0054,93.6575,BIC,TwoStageBetween,94-alternatives,0.5412,
689,0.8107,1.0,10.3361,0.0263,1.0119,103.3832,BIC,TwoStageWithin,94-alternatives,,
690,,,7.8954,-0.0253,1.0349,116.6926,BIC,TwoStageBetween,94-attributes,0.511,1.0
691,0.992,,10.3521,,1.0254,106.259,BIC,TwoStageWithin,94-attributes,,
692,,,8.5697,,1.0956,98.8509,BIC,TwoStageBetween,95-alternatives,0.4714,
693,0.8754,1.0,9.8024,-0.0042,1.126,113.6565,BIC,TwoStageWithin,95-alternatives,,
694,,,15.4234,0.006,1.025,93.5264,BIC,TwoStageBetween,95-attributes,0.4835,0.1707
695,0.8969,,12.2435,,1.0297,85.9027,BIC,TwoStageWithin,95-attributes,,
696,,,9.0325,,0.9196,112.663,BIC,TwoStageBetween,96-alternatives,0.5706,
697,0.7194,1.0,10.2222,0.0172,0.9153,120.2097,BIC,TwoStageWithin,96-alternatives,,
698,,,9.333,-0.0192,1.0623,104.6703,BIC,TwoStageBetween,96-attributes,0.5793,1.0
699,0.7752,,11.3652,,1.0587,95.4244,BIC,TwoStageWithin,96-attributes,,
700,,,9.1876,,1.2294,87.1563,BIC,TwoStageBetween,97-alternatives,0.609,
701,0.5597,1.0,11.644,0.0333,1.1639,81.2021,BIC,TwoStageWithin,97-alternatives,,
702,,,11.9836,-0.0239,1.1997,75.3463,BIC,TwoStageBetween,97-attributes,0.6579,0.6386
703,0.4921,,11.9161,,1.1384,55.4349,BIC,TwoStageWithin,97-attributes,,
704,,,10.8695,,1.1864,82.41,BIC,TwoStageBetween,98-alternatives,0.5533,
705,0.8573,0.9029,15.5253,0.0076,1.1542,83.8632,BIC,TwoStageWithin,98-alternatives,,
706,,,14.3914,0.0128,1.4269,110.14,BIC,TwoStageBetween,98-attributes,0.5518,0.782
707,0.8282,,17.3543,,1.4148,98.5712,BIC,TwoStageWithin,98-attributes,,
708,,,9.079,,1.2602,73.1017,BIC,TwoStageBetween,99-alternatives,0.5864,
709,0.634,1.0,10.8855,-0.0053,1.2548,80.5176,BIC,TwoStageWithin,99-alternatives,,
710,,,10.3354,0.0024,1.187,90.4628,BIC,TwoStageBetween,99-attributes,0.5978,0.6601
711,0.6908,,11.6388,,1.1616,76.5484,BIC,TwoStageWithin,99-attributes,,
